conf:
                      batch_size: 20
                    bg_thresh_hi: 0.3000
                    bg_thresh_lo: 0
                       bg_weight: 1
         drop_boxes_runoff_image: 1
                     feat_stride: 4
                     fg_fraction: 0.5000
                       fg_thresh: 0.5000
                     image_means: [1x1x3 single]
                   ims_per_batch: 2
                        max_size: 512
                 max_test_length: 3008
                 min_test_length: 64
                        rng_seed: 6
                          scales: 512
                  target_only_gt: 1
                     test_binary: 0
    test_drop_boxes_runoff_image: 0
                   test_max_size: 512
             test_min_box_height: 8
               test_min_box_size: 8
                        test_nms: 0.5000
                test_scale_range: [0.5000 1 2]
                     test_scales: 512
                     use_flipped: 0
                         use_gpu: 1
                        exp_name: 'old_conv3_s4'
                output_width_map: [1x1 containers.Map]
               output_height_map: [1x1 containers.Map]
                         anchors: [5 5 12 12]

opts:
                 cache_name: 'widerface_VGG16_stage1_rpn'
                       conf: [1x1 struct]
                     do_val: 1
    empty_image_sample_step: 1
                   exp_name: 'old_conv3_s4'
                 imdb_train: {[1x1 struct]}
                   imdb_val: [1x1 struct]
                   net_file: 'D:\RPN_BF_master\models\VGG16_widerface\pre_trained_models\vgg_16layers\v…'
                roidb_train: {[1x1 struct]}
                  roidb_val: [1x1 struct]
          snapshot_interval: 2000
            solver_def_file: 'D:\RPN_BF_master\models\VGG16_widerface\rpn_prototxts\vgg_leave\solver_30…'
               val_interval: 2000
                  val_iters: 1000

Preparing training data...Done.
Preparing validation data...Done.
Iter 1, Image 3086, 1880: 1.3 Hz, accuarcy = 0.5712, loss_bbox = 0.0000, loss_cls = 0.6918, accuracy_fg = 0.0000, accuracy_bg = 0.6000, 
Iter 136, Image 676, 4787: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.8378, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 137, Image 11586, 5968: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0101, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 138, Image 4528, 6328: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0176, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 139, Image 9446, 8060: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0148, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 140, Image 92, 1141: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0189, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 141, Image 6544, 5619: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0101, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 142, Image 9772, 513: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0178, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 143, Image 4617, 7133: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0146, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 144, Image 2842, 4044: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0221, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 145, Image 8550, 3741: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0166, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 146, Image 2934, 8001: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0065, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 147, Image 5316, 1706: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0078, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 148, Image 4954, 1668: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0133, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 149, Image 1808, 1563: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0078, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 150, Image 1562, 4253: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0126, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 151, Image 1073, 7204: 1.7 Hz, accuarcy = 0.9997, loss_bbox = 0.0006, loss_cls = 1.6660, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 152, Image 3488, 4777: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0142, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 153, Image 9693, 1758: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0046, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 154, Image 3024, 4256: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0163, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 155, Image 4049, 6485: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0156, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 156, Image 11303, 3747: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0105, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 157, Image 3769, 3778: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0189, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 158, Image 1986, 5022: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0106, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 159, Image 8911, 4898: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0160, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 160, Image 7028, 9038: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0113, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 161, Image 6682, 3475: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0159, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 162, Image 1136, 8: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.5646, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 163, Image 3504, 1330: 1.8 Hz, accuarcy = 0.9999, loss_bbox = 0.0002, loss_cls = 0.4114, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 164, Image 3017, 2217: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0212, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 165, Image 11109, 6877: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0154, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 166, Image 3836, 514: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.5796, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 167, Image 6659, 1751: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0160, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 168, Image 3749, 10979: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0155, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 169, Image 5180, 1327: 1.7 Hz, accuarcy = 0.9997, loss_bbox = 0.0004, loss_cls = 1.3591, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 170, Image 6614, 4273: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0260, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 171, Image 8043, 9795: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0196, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 172, Image 782, 5279: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0311, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 173, Image 5035, 8753: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0316, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 174, Image 1872, 2665: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.6432, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 175, Image 6202, 7002: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0361, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 176, Image 7919, 1906: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0249, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 177, Image 7231, 8447: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0186, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 178, Image 2952, 7232: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0287, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 179, Image 4478, 4746: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0318, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 180, Image 9254, 1276: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0370, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 181, Image 3991, 10478: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0367, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 182, Image 5084, 5955: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0295, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 183, Image 4502, 3385: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0314, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 184, Image 6579, 139: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0272, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 185, Image 4104, 7965: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0142, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 186, Image 6925, 9867: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0288, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 187, Image 1750, 4254: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0168, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 188, Image 8347, 5993: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0636, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 189, Image 2628, 1056: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0188, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 190, Image 6098, 10051: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0281, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 191, Image 5216, 448: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0004, loss_cls = 0.5544, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 192, Image 359, 1641: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.7927, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 193, Image 3416, 6602: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0314, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 194, Image 7632, 4466: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0318, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 195, Image 6003, 7470: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0164, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 196, Image 10643, 10189: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0499, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 197, Image 1595, 9309: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0353, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 198, Image 5613, 1155: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0333, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 199, Image 7111, 5950: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0456, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 200, Image 7587, 9186: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0211, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 201, Image 2595, 9493: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0326, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 202, Image 9104, 9985: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0001, loss_cls = 0.1370, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 203, Image 9957, 10023: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0140, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 204, Image 3246, 7207: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0195, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 205, Image 10068, 9936: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0164, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 206, Image 4445, 8118: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0254, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 207, Image 2670, 10914: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0251, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 208, Image 6996, 3103: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0284, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 209, Image 7944, 8949: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0096, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 210, Image 4734, 8668: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0271, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 211, Image 9444, 8234: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0193, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 212, Image 1665, 2356: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.5279, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 213, Image 2899, 4713: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0003, loss_cls = 0.4934, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 214, Image 8425, 5193: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0266, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 215, Image 10563, 7384: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0093, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 216, Image 11791, 6520: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0248, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 217, Image 7761, 4479: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0119, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 218, Image 11361, 104: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0434, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 219, Image 2289, 11115: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0148, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 220, Image 4010, 607: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0332, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 221, Image 659, 5573: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.6126, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 222, Image 3533, 3415: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0433, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 223, Image 1030, 4131: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0003, loss_cls = 0.3664, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 224, Image 3622, 8966: 1.5 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.6505, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 225, Image 9821, 3463: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0004, loss_cls = 0.4716, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 226, Image 4186, 11818: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0328, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 227, Image 2929, 7116: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0483, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 228, Image 1106, 9817: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.5059, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 229, Image 5765, 6774: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0293, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 230, Image 10113, 3196: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0151, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 231, Image 6273, 7525: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0363, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 232, Image 553, 4889: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0953, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 233, Image 5634, 3698: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0339, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 234, Image 2337, 11193: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0126, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 235, Image 4983, 7110: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0172, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 236, Image 4839, 440: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0388, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 237, Image 614, 1102: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4369, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 238, Image 2566, 4448: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.4520, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 239, Image 5506, 4018: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0223, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 240, Image 10288, 2326: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0733, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 241, Image 10693, 10552: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0493, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 242, Image 8013, 9808: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0646, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 243, Image 1509, 5364: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0223, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 244, Image 9701, 2497: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0001, loss_cls = 0.4852, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 245, Image 4473, 2500: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0451, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 246, Image 10558, 1249: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0004, loss_cls = 0.4546, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 247, Image 2634, 10868: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0482, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 248, Image 7847, 8117: 1.9 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0617, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 249, Image 10972, 11748: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0419, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 250, Image 7254, 9248: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0274, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 251, Image 9390, 8403: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0465, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 252, Image 5457, 7026: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0144, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 253, Image 3642, 11039: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0483, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 254, Image 3042, 4279: 1.8 Hz, accuarcy = 0.9999, loss_bbox = 0.0003, loss_cls = 0.3718, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 255, Image 346, 1670: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.3745, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 256, Image 2755, 9414: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0541, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 257, Image 8763, 940: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4539, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 258, Image 10509, 5478: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0367, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 259, Image 10722, 11351: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0210, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 260, Image 1467, 2474: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0292, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 261, Image 65, 10000: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0598, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 262, Image 11654, 9005: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0677, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 263, Image 638, 4354: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0002, loss_cls = 0.3119, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 264, Image 4, 2577: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0266, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 265, Image 10937, 2012: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0470, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 266, Image 10136, 10374: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0544, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 267, Image 62, 3802: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0664, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 268, Image 5121, 2250: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0123, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 269, Image 5175, 2006: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0155, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 270, Image 211, 2019: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0002, loss_cls = 0.1486, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 271, Image 5691, 8741: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0196, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 272, Image 8335, 8702: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0898, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 273, Image 7095, 7286: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0252, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 274, Image 1948, 9883: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0360, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 275, Image 4809, 8053: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0484, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 276, Image 3136, 3291: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0374, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 277, Image 5899, 7410: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0362, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 278, Image 3539, 655: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.4352, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
